Activity_ID,Name,District,Category,Description,Latitude,Longitude,Opening_Hours,Price_Level,Suitable_For,Duration_Hours
ACT_01578,Negombo Ancient City Tour 1578,Negombo,Culture,Culture activity in Negombo suitable for group travelers.,7.21731,79.832627,06:00-18:00,Medium,Group,4
ACT_01579,Kurunegala Bird Sanctuary Visit 1579,Kurunegala,Wildlife,Wildlife activity in Kurunegala suitable for family travelers.,7.515266,80.400293,08:00-17:00,Medium,Family,4
ACT_01580,Kandy Hindu Temple Visit 1580,Kandy,Religious,Religious activity in Kandy suitable for senior travelers.,7.260134,80.579911,24 Hours,High,Senior,1
ACT_01581,Kandy Turtle Hatchery Visit 1581,Kandy,Wildlife,Wildlife activity in Kandy suitable for adventure travelers.,7.295915,80.571487,24 Hours,High,Adventure,4
ACT_01582,Ratnapura Buddhist Temple Tour 1582,Ratnapura,Religious,Religious activity in Ratnapura suitable for adventure travelers.,6.730237,80.404024,24 Hours,High,Adventure,2
ACT_01583,Kurunegala Spice Garden Visit 1583,Kurunegala,Food,Food activity in Kurunegala suitable for kids travelers.,7.521227,80.303467,24 Hours,Low,Kids,3
ACT_01584,Ampara National Park Safari 1584,Ampara,Wildlife,Wildlife activity in Ampara suitable for kids travelers.,7.248447,81.693313,08:00-17:00,Medium,Kids,3
ACT_01585,Monaragala Church Heritage Visit 1585,Monaragala,Religious,Religious activity in Monaragala suitable for solo travelers.,6.813089,81.296496,09:00-18:00,Low,Solo,3
ACT_01586,Anuradhapura Tea Tasting 1586,Anuradhapura,Food,Food activity in Anuradhapura suitable for couple travelers.,8.262575,80.38465,09:00-18:00,High,Couple,1
ACT_01587,Ella Whale Watching 1587,Ella,Wildlife,Wildlife activity in Ella suitable for family travelers.,6.878213,81.017999,06:00-18:00,Medium,Family,4
ACT_01588,Matara Tea Estate Tour 1588,Matara,Nature,Nature activity in Matara suitable for adventure travelers.,5.884591,80.516829,09:00-18:00,Medium,Adventure,1
ACT_01589,Matara Tea Tasting 1589,Matara,Food,Food activity in Matara suitable for family travelers.,5.983081,80.518364,10:00-22:00,High,Family,3
ACT_01590,Vavuniya Buddhist Temple Tour 1590,Vavuniya,Religious,Religious activity in Vavuniya suitable for family travelers.,8.810622,80.538454,06:00-18:00,Low,Family,2
ACT_01591,Mannar Turtle Hatchery Visit 1591,Mannar,Wildlife,Wildlife activity in Mannar suitable for adventure travelers.,9.049227,79.914269,05:30-20:00,Low,Adventure,5
ACT_01592,Colombo Temple Visit 1592,Colombo,Culture,Culture activity in Colombo suitable for solo travelers.,6.943341,79.858159,06:00-18:00,Low,Solo,5
ACT_01593,Galle Tea Tasting 1593,Galle,Food,Food activity in Galle suitable for adventure travelers.,5.999874,80.2939,06:00-18:00,High,Adventure,1
ACT_01594,Nuwara Eliya Museum Tour 1594,Nuwara Eliya,Culture,Culture activity in Nuwara Eliya suitable for solo travelers.,6.951961,80.78816,24 Hours,Low,Solo,1
ACT_01595,Negombo Surfing Lesson 1595,Negombo,Beach,Beach activity in Negombo suitable for couple travelers.,7.246363,79.804341,05:30-20:00,High,Couple,5
ACT_01596,Mannar Pilgrimage Walk 1596,Mannar,Religious,Religious activity in Mannar suitable for senior travelers.,9.0515,79.942621,05:30-20:00,Low,Senior,6
ACT_01597,Anuradhapura Surfing Lesson 1597,Anuradhapura,Beach,Beach activity in Anuradhapura suitable for kids travelers.,8.345868,80.388128,06:00-18:00,Medium,Kids,1
ACT_01598,Colombo Tea Estate Tour 1598,Colombo,Nature,Nature activity in Colombo suitable for group travelers.,6.919191,79.865357,06:00-18:00,High,Group,1
ACT_01599,Vavuniya Forest Trail 1599,Vavuniya,Nature,Nature activity in Vavuniya suitable for family travelers.,8.774995,80.485507,09:00-18:00,Low,Family,2
ACT_01600,Kilinochchi Forest Trail 1600,Kilinochchi,Nature,Nature activity in Kilinochchi suitable for couple travelers.,9.304557,80.349798,09:00-18:00,Medium,Couple,6
ACT_01601,Ratnapura Cooking Class 1601,Ratnapura,Food,Food activity in Ratnapura suitable for adventure travelers.,6.689884,80.458704,09:00-18:00,High,Adventure,2
ACT_01602,Mannar Heritage Walk 1602,Mannar,Culture,Culture activity in Mannar suitable for senior travelers.,9.046347,79.860417,10:00-22:00,High,Senior,2
ACT_01603,Kilinochchi Zipline 1603,Kilinochchi,Adventure,Adventure activity in Kilinochchi suitable for senior travelers.,9.366406,80.302236,08:00-17:00,High,Senior,6
ACT_01604,Ella Waterfall Visit 1604,Ella,Nature,Nature activity in Ella suitable for group travelers.,6.806235,81.082033,09:00-18:00,High,Group,1
ACT_01605,Matara Tea Estate Tour 1605,Matara,Nature,Nature activity in Matara suitable for couple travelers.,5.93947,80.581715,06:00-18:00,Medium,Couple,2
ACT_01606,Colombo Hindu Temple Visit 1606,Colombo,Religious,Religious activity in Colombo suitable for kids travelers.,6.971519,79.932123,08:00-17:00,Medium,Kids,5
ACT_01607,Kilinochchi Wellness Retreat 1607,Kilinochchi,Wellness,Wellness activity in Kilinochchi suitable for senior travelers.,9.3063,80.339845,08:00-17:00,Low,Senior,1
ACT_01608,Jaffna Lagoon Boat Ride 1608,Jaffna,Beach,Beach activity in Jaffna suitable for solo travelers.,9.636496,79.98916,08:00-17:00,High,Solo,2
ACT_01609,Matara Whale Watching 1609,Matara,Wildlife,Wildlife activity in Matara suitable for group travelers.,5.979623,80.574755,06:00-18:00,Medium,Group,1
ACT_01610,Polonnaruwa Beach Relaxation 1610,Polonnaruwa,Beach,Beach activity in Polonnaruwa suitable for family travelers.,7.930079,81.010424,24 Hours,Low,Family,1
ACT_01611,Kilinochchi Elephant Watching 1611,Kilinochchi,Wildlife,Wildlife activity in Kilinochchi suitable for kids travelers.,9.32495,80.350886,08:00-17:00,Medium,Kids,2
ACT_01612,Kilinochchi Heritage Walk 1612,Kilinochchi,Culture,Culture activity in Kilinochchi suitable for kids travelers.,9.416381,80.36801,09:00-18:00,Low,Kids,1
ACT_01613,Kurunegala Ancient City Tour 1613,Kurunegala,Culture,Culture activity in Kurunegala suitable for solo travelers.,7.56001,80.419108,05:30-20:00,Medium,Solo,3
ACT_01614,Kilinochchi Cooking Class 1614,Kilinochchi,Food,Food activity in Kilinochchi suitable for senior travelers.,9.316736,80.324557,24 Hours,High,Senior,1
ACT_01615,Polonnaruwa Cycling Tour 1615,Polonnaruwa,Adventure,Adventure activity in Polonnaruwa suitable for solo travelers.,8.017672,81.08765,09:00-18:00,Low,Solo,4
ACT_01616,Ampara Heritage Walk 1616,Ampara,Culture,Culture activity in Ampara suitable for family travelers.,7.317988,81.601937,08:00-17:00,Low,Family,5
ACT_01617,Ratnapura Waterfall Visit 1617,Ratnapura,Nature,Nature activity in Ratnapura suitable for senior travelers.,6.780493,80.340781,09:00-18:00,Low,Senior,6
ACT_01618,Matara Museum Tour 1618,Matara,Culture,Culture activity in Matara suitable for couple travelers.,6.003854,80.631745,24 Hours,Low,Couple,2
ACT_01619,Kilinochchi Hindu Temple Visit 1619,Kilinochchi,Religious,Religious activity in Kilinochchi suitable for solo travelers.,9.423395,80.371692,08:00-17:00,Medium,Solo,5
ACT_01620,Monaragala Beach Relaxation 1620,Monaragala,Beach,Beach activity in Monaragala suitable for kids travelers.,6.897598,81.316734,08:00-17:00,Low,Kids,4
ACT_01621,Galle Surfing Lesson 1621,Galle,Beach,Beach activity in Galle suitable for group travelers.,6.130781,80.286091,06:00-18:00,High,Group,6
ACT_01622,Negombo Snorkeling 1622,Negombo,Beach,Beach activity in Negombo suitable for solo travelers.,7.225065,79.779041,06:00-18:00,High,Solo,3
ACT_01623,Batticaloa Lagoon Boat Ride 1623,Batticaloa,Beach,Beach activity in Batticaloa suitable for kids travelers.,7.631141,81.771829,09:00-18:00,High,Kids,3
ACT_01624,Polonnaruwa Seafood Experience 1624,Polonnaruwa,Food,Food activity in Polonnaruwa suitable for senior travelers.,7.936679,80.98968,08:00-17:00,Medium,Senior,3
ACT_01625,Kandy Buddhist Temple Tour 1625,Kandy,Religious,Religious activity in Kandy suitable for solo travelers.,7.283518,80.64188,09:00-18:00,High,Solo,4
ACT_01626,Mullaitivu Ancient City Tour 1626,Mullaitivu,Culture,Culture activity in Mullaitivu suitable for group travelers.,9.27888,80.782231,10:00-22:00,Medium,Group,4
ACT_01627,Galle Zipline 1627,Galle,Adventure,Adventure activity in Galle suitable for kids travelers.,6.004609,80.210438,24 Hours,Medium,Kids,1
ACT_01628,Kalutara Elephant Watching 1628,Kalutara,Wildlife,Wildlife activity in Kalutara suitable for adventure travelers.,6.574023,79.897072,09:00-18:00,Low,Adventure,6
ACT_01629,Nuwara Eliya Safari Ride 1629,Nuwara Eliya,Adventure,Adventure activity in Nuwara Eliya suitable for senior travelers.,6.963805,80.753891,08:00-17:00,Low,Senior,4
ACT_01630,Monaragala Cooking Class 1630,Monaragala,Food,Food activity in Monaragala suitable for kids travelers.,6.841066,81.341465,10:00-22:00,High,Kids,6
ACT_01631,Jaffna Yoga Morning 1631,Jaffna,Wellness,Wellness activity in Jaffna suitable for senior travelers.,9.65641,80.057338,06:00-18:00,High,Senior,5
ACT_01632,Hambantota Spice Garden Visit 1632,Hambantota,Food,Food activity in Hambantota suitable for couple travelers.,6.129104,81.071236,06:00-18:00,Medium,Couple,5
ACT_01633,Ampara Surfing Lesson 1633,Ampara,Beach,Beach activity in Ampara suitable for kids travelers.,7.346087,81.723006,06:00-18:00,Low,Kids,3
ACT_01634,Kurunegala Meditation Session 1634,Kurunegala,Wellness,Wellness activity in Kurunegala suitable for adventure travelers.,7.429897,80.393941,08:00-17:00,High,Adventure,3
ACT_01635,Mannar Rock Climbing 1635,Mannar,Adventure,Adventure activity in Mannar suitable for kids travelers.,8.924835,79.984373,06:00-18:00,Low,Kids,2
ACT_01636,Puttalam Zipline 1636,Puttalam,Adventure,Adventure activity in Puttalam suitable for family travelers.,8.110806,79.868671,09:00-18:00,Medium,Family,3
ACT_01637,Anuradhapura Ayurveda Session 1637,Anuradhapura,Wellness,Wellness activity in Anuradhapura suitable for group travelers.,8.236785,80.345267,10:00-22:00,Low,Group,4
ACT_01638,Batticaloa Church Heritage Visit 1638,Batticaloa,Religious,Religious activity in Batticaloa suitable for group travelers.,7.642454,81.641567,08:00-17:00,Medium,Group,1
ACT_01639,Ella Sacred Site Visit 1639,Ella,Religious,Religious activity in Ella suitable for senior travelers.,6.821754,81.050942,09:00-18:00,High,Senior,3
ACT_01640,Kurunegala Waterfall Visit 1640,Kurunegala,Nature,Nature activity in Kurunegala suitable for group travelers.,7.452538,80.332943,06:00-18:00,Low,Group,3
ACT_01641,Kandy Safari Ride 1641,Kandy,Adventure,Adventure activity in Kandy suitable for family travelers.,7.346365,80.642589,24 Hours,Low,Family,4
ACT_01642,Ratnapura Surfing Lesson 1642,Ratnapura,Beach,Beach activity in Ratnapura suitable for couple travelers.,6.634643,80.320318,09:00-18:00,High,Couple,5
ACT_01643,Nuwara Eliya Temple Visit 1643,Nuwara Eliya,Culture,Culture activity in Nuwara Eliya suitable for senior travelers.,6.975045,80.748575,24 Hours,High,Senior,4
ACT_01644,Mullaitivu Pilgrimage Walk 1644,Mullaitivu,Religious,Religious activity in Mullaitivu suitable for adventure travelers.,9.202548,80.74438,05:30-20:00,Medium,Adventure,3
ACT_01645,Galle Snorkeling 1645,Galle,Beach,Beach activity in Galle suitable for senior travelers.,6.019575,80.147231,09:00-18:00,Medium,Senior,6
ACT_01646,Puttalam Street Food Tour 1646,Puttalam,Food,Food activity in Puttalam suitable for adventure travelers.,7.987248,79.822101,05:30-20:00,Medium,Adventure,5
ACT_01647,Jaffna National Park Safari 1647,Jaffna,Wildlife,Wildlife activity in Jaffna suitable for kids travelers.,9.6302,80.036087,08:00-17:00,Medium,Kids,3
ACT_01648,Ella Zipline 1648,Ella,Adventure,Adventure activity in Ella suitable for kids travelers.,6.807858,81.106319,09:00-18:00,Low,Kids,2
ACT_01649,Vavuniya Safari Ride 1649,Vavuniya,Adventure,Adventure activity in Vavuniya suitable for couple travelers.,8.76585,80.437833,24 Hours,Medium,Couple,4
ACT_01650,Monaragala Cycling Tour 1650,Monaragala,Adventure,Adventure activity in Monaragala suitable for family travelers.,6.945681,81.310769,10:00-22:00,Low,Family,3
ACT_01651,Anuradhapura Elephant Watching 1651,Anuradhapura,Wildlife,Wildlife activity in Anuradhapura suitable for family travelers.,8.34998,80.401983,24 Hours,High,Family,3
ACT_01652,Kilinochchi Wellness Retreat 1652,Kilinochchi,Wellness,Wellness activity in Kilinochchi suitable for senior travelers.,9.398761,80.423035,06:00-18:00,Low,Senior,5
ACT_01653,Matale Zipline 1653,Matale,Adventure,Adventure activity in Matale suitable for family travelers.,7.448294,80.564265,24 Hours,Medium,Family,3
ACT_01654,Kurunegala Cycling Tour 1654,Kurunegala,Adventure,Adventure activity in Kurunegala suitable for kids travelers.,7.531333,80.356199,06:00-18:00,Low,Kids,1
ACT_01655,Polonnaruwa Pilgrimage Walk 1655,Polonnaruwa,Religious,Religious activity in Polonnaruwa suitable for family travelers.,7.979402,80.942083,24 Hours,High,Family,4
ACT_01656,Matale Temple Visit 1656,Matale,Culture,Culture activity in Matale suitable for group travelers.,7.427379,80.554177,09:00-18:00,High,Group,5
ACT_01657,Kalutara Surfing Lesson 1657,Kalutara,Beach,Beach activity in Kalutara suitable for senior travelers.,6.57368,79.898768,24 Hours,High,Senior,1
ACT_01658,Ella Buddhist Temple Tour 1658,Ella,Religious,Religious activity in Ella suitable for group travelers.,6.834914,81.116742,10:00-22:00,Low,Group,6
ACT_01659,Nuwara Eliya Bird Sanctuary Visit 1659,Nuwara Eliya,Wildlife,Wildlife activity in Nuwara Eliya suitable for adventure travelers.,6.871626,80.844223,05:30-20:00,Medium,Adventure,1
ACT_01660,Puttalam Tea Estate Tour 1660,Puttalam,Nature,Nature activity in Puttalam suitable for kids travelers.,8.043355,79.799366,10:00-22:00,Low,Kids,5
ACT_01661,Mannar Zipline 1661,Mannar,Adventure,Adventure activity in Mannar suitable for group travelers.,8.958816,79.948712,24 Hours,Medium,Group,2
ACT_01662,Trincomalee Waterfall Visit 1662,Trincomalee,Nature,Nature activity in Trincomalee suitable for couple travelers.,8.634503,81.168429,10:00-22:00,Low,Couple,2
ACT_01663,Nuwara Eliya Snorkeling 1663,Nuwara Eliya,Beach,Beach activity in Nuwara Eliya suitable for couple travelers.,6.929934,80.847372,09:00-18:00,High,Couple,2
ACT_01664,Nuwara Eliya Pilgrimage Walk 1664,Nuwara Eliya,Religious,Religious activity in Nuwara Eliya suitable for adventure travelers.,7.007529,80.818899,06:00-18:00,Medium,Adventure,4
ACT_01665,Mullaitivu Heritage Walk 1665,Mullaitivu,Culture,Culture activity in Mullaitivu suitable for group travelers.,9.251812,80.880466,09:00-18:00,High,Group,4
ACT_01666,Kalutara Rock Climbing 1666,Kalutara,Adventure,Adventure activity in Kalutara suitable for group travelers.,6.654599,79.969718,24 Hours,Medium,Group,5
ACT_01667,Puttalam Ayurveda Session 1667,Puttalam,Wellness,Wellness activity in Puttalam suitable for kids travelers.,8.113393,79.899507,06:00-18:00,Medium,Kids,1
ACT_01668,Hambantota Snorkeling 1668,Hambantota,Beach,Beach activity in Hambantota suitable for family travelers.,6.1097,81.083742,08:00-17:00,Low,Family,3
ACT_01669,Mullaitivu Spa Treatment 1669,Mullaitivu,Wellness,Wellness activity in Mullaitivu suitable for couple travelers.,9.266071,80.76937,06:00-18:00,Low,Couple,3
ACT_01670,Matara Yoga Morning 1670,Matara,Wellness,Wellness activity in Matara suitable for kids travelers.,6.015109,80.554156,10:00-22:00,Low,Kids,1
ACT_01671,Kandy Ancient City Tour 1671,Kandy,Culture,Culture activity in Kandy suitable for family travelers.,7.25074,80.599287,08:00-17:00,Medium,Family,5
ACT_01672,Negombo Safari Ride 1672,Negombo,Adventure,Adventure activity in Negombo suitable for solo travelers.,7.236177,79.777619,24 Hours,Low,Solo,6
ACT_01673,Galle Ancient City Tour 1673,Galle,Culture,Culture activity in Galle suitable for couple travelers.,6.024753,80.222351,08:00-17:00,High,Couple,5
ACT_01674,Matara Traditional Village Visit 1674,Matara,Culture,Culture activity in Matara suitable for solo travelers.,5.969272,80.627908,09:00-18:00,Medium,Solo,4
ACT_01675,Vavuniya Pilgrimage Walk 1675,Vavuniya,Religious,Religious activity in Vavuniya suitable for family travelers.,8.681514,80.489796,08:00-17:00,Medium,Family,5
ACT_01676,Ampara Buddhist Temple Tour 1676,Ampara,Religious,Religious activity in Ampara suitable for kids travelers.,7.353742,81.626179,24 Hours,High,Kids,1
ACT_01677,Mannar Street Food Tour 1677,Mannar,Food,Food activity in Mannar suitable for solo travelers.,8.966989,79.904851,05:30-20:00,Low,Solo,1
ACT_01678,Ampara Street Food Tour 1678,Ampara,Food,Food activity in Ampara suitable for family travelers.,7.379744,81.738262,05:30-20:00,Low,Family,3
ACT_01679,Ella Street Food Tour 1679,Ella,Food,Food activity in Ella suitable for family travelers.,6.928651,81.041141,05:30-20:00,Medium,Family,6
ACT_01680,Anuradhapura Heritage Walk 1680,Anuradhapura,Culture,Culture activity in Anuradhapura suitable for adventure travelers.,8.374631,80.436669,09:00-18:00,Low,Adventure,2
ACT_01681,Kurunegala Meditation Session 1681,Kurunegala,Wellness,Wellness activity in Kurunegala suitable for family travelers.,7.483711,80.403598,08:00-17:00,Low,Family,4
ACT_01682,Ratnapura Lagoon Boat Ride 1682,Ratnapura,Beach,Beach activity in Ratnapura suitable for adventure travelers.,6.64931,80.445884,05:30-20:00,Low,Adventure,6
ACT_01683,Matale Turtle Hatchery Visit 1683,Matale,Wildlife,Wildlife activity in Matale suitable for group travelers.,7.388362,80.587298,08:00-17:00,Medium,Group,2
ACT_01684,Vavuniya Buddhist Temple Tour 1684,Vavuniya,Religious,Religious activity in Vavuniya suitable for group travelers.,8.805677,80.467055,10:00-22:00,Low,Group,4
ACT_01685,Galle Meditation Session 1685,Galle,Wellness,Wellness activity in Galle suitable for kids travelers.,6.000731,80.20175,06:00-18:00,Low,Kids,4
ACT_01686,Vavuniya Temple Visit 1686,Vavuniya,Culture,Culture activity in Vavuniya suitable for kids travelers.,8.773923,80.560427,24 Hours,High,Kids,3
ACT_01687,Polonnaruwa Spice Garden Visit 1687,Polonnaruwa,Food,Food activity in Polonnaruwa suitable for couple travelers.,7.927683,80.981297,08:00-17:00,Medium,Couple,1
ACT_01688,Mannar Wellness Retreat 1688,Mannar,Wellness,Wellness activity in Mannar suitable for senior travelers.,8.986397,79.904767,10:00-22:00,Medium,Senior,5
ACT_01689,Negombo Waterfall Visit 1689,Negombo,Nature,Nature activity in Negombo suitable for kids travelers.,7.239192,79.786509,09:00-18:00,High,Kids,6
ACT_01690,Ampara Street Food Tour 1690,Ampara,Food,Food activity in Ampara suitable for family travelers.,7.330731,81.670947,09:00-18:00,Low,Family,3
ACT_01691,Matara Bird Watching 1691,Matara,Nature,Nature activity in Matara suitable for family travelers.,5.993477,80.549678,10:00-22:00,Medium,Family,1
ACT_01692,Mullaitivu Tea Estate Tour 1692,Mullaitivu,Nature,Nature activity in Mullaitivu suitable for couple travelers.,9.344609,80.807163,06:00-18:00,Medium,Couple,4
ACT_01693,Galle Botanical Garden Walk 1693,Galle,Nature,Nature activity in Galle suitable for couple travelers.,6.038763,80.276216,24 Hours,Medium,Couple,5
ACT_01694,Ratnapura Church Heritage Visit 1694,Ratnapura,Religious,Religious activity in Ratnapura suitable for senior travelers.,6.693909,80.324195,24 Hours,Low,Senior,5
ACT_01695,Puttalam Zipline 1695,Puttalam,Adventure,Adventure activity in Puttalam suitable for kids travelers.,8.081981,79.86914,09:00-18:00,High,Kids,4
ACT_01696,Monaragala Hindu Temple Visit 1696,Monaragala,Religious,Religious activity in Monaragala suitable for kids travelers.,6.82932,81.349862,10:00-22:00,Medium,Kids,2
ACT_01697,Matale Bird Watching 1697,Matale,Nature,Nature activity in Matale suitable for family travelers.,7.537908,80.678942,08:00-17:00,Medium,Family,5
ACT_01698,Mannar Zipline 1698,Mannar,Adventure,Adventure activity in Mannar suitable for family travelers.,9.02337,79.969044,24 Hours,Low,Family,6
ACT_01699,Vavuniya Botanical Garden Walk 1699,Vavuniya,Nature,Nature activity in Vavuniya suitable for kids travelers.,8.793845,80.505217,08:00-17:00,Low,Kids,5
ACT_01700,Jaffna Sacred Site Visit 1700,Jaffna,Religious,Religious activity in Jaffna suitable for solo travelers.,9.581712,80.018889,05:30-20:00,High,Solo,5
ACT_01701,Kilinochchi Spa Treatment 1701,Kilinochchi,Wellness,Wellness activity in Kilinochchi suitable for kids travelers.,9.447182,80.412566,05:30-20:00,High,Kids,3
ACT_01702,Nuwara Eliya Snorkeling 1702,Nuwara Eliya,Beach,Beach activity in Nuwara Eliya suitable for couple travelers.,6.969364,80.802509,06:00-18:00,Low,Couple,2
ACT_01703,Anuradhapura Spa Treatment 1703,Anuradhapura,Wellness,Wellness activity in Anuradhapura suitable for kids travelers.,8.256302,80.400332,06:00-18:00,Medium,Kids,2
ACT_01704,Jaffna Safari Ride 1704,Jaffna,Adventure,Adventure activity in Jaffna suitable for family travelers.,9.712398,79.998363,06:00-18:00,Medium,Family,3
ACT_01705,Batticaloa Sunset Walk 1705,Batticaloa,Beach,Beach activity in Batticaloa suitable for kids travelers.,7.708437,81.675054,08:00-17:00,High,Kids,1
ACT_01706,Nuwara Eliya Turtle Hatchery Visit 1706,Nuwara Eliya,Wildlife,Wildlife activity in Nuwara Eliya suitable for senior travelers.,7.029542,80.865799,10:00-22:00,Medium,Senior,4
ACT_01707,Monaragala Turtle Hatchery Visit 1707,Monaragala,Wildlife,Wildlife activity in Monaragala suitable for group travelers.,6.939337,81.337682,05:30-20:00,Medium,Group,3
ACT_01708,Mullaitivu Zipline 1708,Mullaitivu,Adventure,Adventure activity in Mullaitivu suitable for senior travelers.,9.269118,80.852637,10:00-22:00,Low,Senior,5
ACT_01709,Kurunegala Meditation Session 1709,Kurunegala,Wellness,Wellness activity in Kurunegala suitable for group travelers.,7.479577,80.341869,09:00-18:00,Low,Group,6
ACT_01710,Galle Traditional Village Visit 1710,Galle,Culture,Culture activity in Galle suitable for group travelers.,6.061934,80.24375,06:00-18:00,High,Group,6
ACT_01711,Kalutara Spice Garden Visit 1711,Kalutara,Food,Food activity in Kalutara suitable for adventure travelers.,6.64024,80.040521,06:00-18:00,Low,Adventure,3
ACT_01712,Mannar Rock Climbing 1712,Mannar,Adventure,Adventure activity in Mannar suitable for kids travelers.,9.003223,79.834718,05:30-20:00,Medium,Kids,2
ACT_01713,Jaffna Tea Estate Tour 1713,Jaffna,Nature,Nature activity in Jaffna suitable for group travelers.,9.632474,80.091882,08:00-17:00,Low,Group,3
ACT_01714,Trincomalee Zipline 1714,Trincomalee,Adventure,Adventure activity in Trincomalee suitable for senior travelers.,8.660731,81.242622,06:00-18:00,Medium,Senior,5
ACT_01715,Vavuniya Bird Watching 1715,Vavuniya,Nature,Nature activity in Vavuniya suitable for kids travelers.,8.699446,80.5396,24 Hours,Low,Kids,2
ACT_01716,Batticaloa Tea Estate Tour 1716,Batticaloa,Nature,Nature activity in Batticaloa suitable for solo travelers.,7.683592,81.696753,05:30-20:00,High,Solo,4
ACT_01717,Anuradhapura Turtle Hatchery Visit 1717,Anuradhapura,Wildlife,Wildlife activity in Anuradhapura suitable for adventure travelers.,8.339041,80.333719,24 Hours,Low,Adventure,4
ACT_01718,Kalutara Seafood Experience 1718,Kalutara,Food,Food activity in Kalutara suitable for senior travelers.,6.538,80.013732,06:00-18:00,Low,Senior,6
ACT_01719,Kilinochchi Beach Relaxation 1719,Kilinochchi,Beach,Beach activity in Kilinochchi suitable for senior travelers.,9.372287,80.396685,09:00-18:00,High,Senior,4
ACT_01720,Negombo Safari Ride 1720,Negombo,Adventure,Adventure activity in Negombo suitable for kids travelers.,7.129206,79.852467,24 Hours,High,Kids,1
ACT_01721,Nuwara Eliya Elephant Watching 1721,Nuwara Eliya,Wildlife,Wildlife activity in Nuwara Eliya suitable for family travelers.,7.029383,80.817498,06:00-18:00,Medium,Family,1
ACT_01722,Ampara Botanical Garden Walk 1722,Ampara,Nature,Nature activity in Ampara suitable for senior travelers.,7.359942,81.679359,08:00-17:00,Medium,Senior,1
ACT_01723,Mannar Turtle Hatchery Visit 1723,Mannar,Wildlife,Wildlife activity in Mannar suitable for adventure travelers.,9.035793,79.927339,06:00-18:00,Medium,Adventure,6
ACT_01724,Ampara Seafood Experience 1724,Ampara,Food,Food activity in Ampara suitable for couple travelers.,7.296382,81.673393,24 Hours,High,Couple,5
ACT_01725,Kalutara Cooking Class 1725,Kalutara,Food,Food activity in Kalutara suitable for couple travelers.,6.535024,80.028823,05:30-20:00,Medium,Couple,1
ACT_01726,Negombo Cooking Class 1726,Negombo,Food,Food activity in Negombo suitable for kids travelers.,7.21273,79.882965,09:00-18:00,Medium,Kids,3
ACT_01727,Ella Tea Tasting 1727,Ella,Food,Food activity in Ella suitable for adventure travelers.,6.800777,81.004077,09:00-18:00,Low,Adventure,2
ACT_01728,Kilinochchi Buddhist Temple Tour 1728,Kilinochchi,Religious,Religious activity in Kilinochchi suitable for solo travelers.,9.319543,80.3173,08:00-17:00,High,Solo,4
ACT_01729,Trincomalee Snorkeling 1729,Trincomalee,Beach,Beach activity in Trincomalee suitable for group travelers.,8.563995,81.14003,08:00-17:00,Low,Group,1
ACT_01730,Hambantota Forest Trail 1730,Hambantota,Nature,Nature activity in Hambantota suitable for solo travelers.,6.195671,81.172527,09:00-18:00,Medium,Solo,4
ACT_01731,Nuwara Eliya Ancient City Tour 1731,Nuwara Eliya,Culture,Culture activity in Nuwara Eliya suitable for couple travelers.,6.902956,80.81142,09:00-18:00,Medium,Couple,1
ACT_01732,Galle Safari Ride 1732,Galle,Adventure,Adventure activity in Galle suitable for couple travelers.,6.089573,80.143113,08:00-17:00,Medium,Couple,3
ACT_01733,Batticaloa Spice Garden Visit 1733,Batticaloa,Food,Food activity in Batticaloa suitable for adventure travelers.,7.637861,81.771453,10:00-22:00,Low,Adventure,4
ACT_01734,Matale Lagoon Boat Ride 1734,Matale,Beach,Beach activity in Matale suitable for group travelers.,7.530031,80.570953,08:00-17:00,Low,Group,6
ACT_01735,Matara Cycling Tour 1735,Matara,Adventure,Adventure activity in Matara suitable for adventure travelers.,5.965211,80.51517,06:00-18:00,Medium,Adventure,6
ACT_01736,Mullaitivu Beach Relaxation 1736,Mullaitivu,Beach,Beach activity in Mullaitivu suitable for family travelers.,9.274515,80.791961,05:30-20:00,Medium,Family,6
ACT_01737,Ella Whale Watching 1737,Ella,Wildlife,Wildlife activity in Ella suitable for senior travelers.,6.914476,80.999874,09:00-18:00,Low,Senior,5
ACT_01738,Batticaloa Botanical Garden Walk 1738,Batticaloa,Nature,Nature activity in Batticaloa suitable for solo travelers.,7.767655,81.648836,24 Hours,High,Solo,1
ACT_01739,Polonnaruwa Heritage Walk 1739,Polonnaruwa,Culture,Culture activity in Polonnaruwa suitable for family travelers.,7.991466,81.093848,08:00-17:00,High,Family,6
ACT_01740,Ampara Street Food Tour 1740,Ampara,Food,Food activity in Ampara suitable for adventure travelers.,7.357966,81.750453,08:00-17:00,Medium,Adventure,5
ACT_01741,Ampara Street Food Tour 1741,Ampara,Food,Food activity in Ampara suitable for family travelers.,7.258566,81.675925,09:00-18:00,Low,Family,1
ACT_01742,Polonnaruwa Zipline 1742,Polonnaruwa,Adventure,Adventure activity in Polonnaruwa suitable for group travelers.,7.882028,80.952725,05:30-20:00,Low,Group,3
ACT_01743,Kalutara Forest Trail 1743,Kalutara,Nature,Nature activity in Kalutara suitable for kids travelers.,6.544309,79.957711,05:30-20:00,Medium,Kids,6
