route_code,route_name,road_segment,gradient,terrain,road_surface,elevation,friction,road_width,hazard_type,risk_factor,season,historical_occurrence_count,severity_level,risk_level,road_data_available,match_type,source_repaired
A11,A11 Habarana-Batticaloa (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,22,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,Oct-Dec,39,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,135,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,61,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,150,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 30-32),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,14,Low,Low,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 32-34),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,48,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 34-36),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),88,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 36-38),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unregulated Access,Year-round,75,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 38-40),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,41,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 40-42),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,105,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 42-44),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,58,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 44-46),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,62,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 46-48),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,25,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 48-50),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,88,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,45,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,Oct-Dec,36,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,55,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,72,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,22,Low,Low,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,48,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,18,Low,Low,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,85,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,51,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,41,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Dec,29,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,66,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),110,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,38,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,12,Low,Low,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 30-32),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,135,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 32-34),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,78,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 34-36),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,82,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 36-38),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,45,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 38-40),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,Oct-Dec,48,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 40-42),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,125,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 42-44),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,71,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 44-46),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,24,Medium,Medium,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 46-48),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,145,High,High,0,no-road-data,0
A12,A12 Puttalam-Trincomalee (KM 48-50),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,92,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Urban Traffic,Year-round,85,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Residual Soil,May-Jul (Monsoon),16,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Sharp Bend,Year-round,68,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),11,Low,Low,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,92,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Unstable Topsoil,May-Jul (Monsoon),28,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,55,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,22,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,88,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,18,Low,Low,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,May-Jul (Monsoon),49,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Saturated Slope,May-Jul (Monsoon),15,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,75,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,14,Low,Low,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,52,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 30-32),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),125,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 32-34),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,82,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 34-36),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,68,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 36-38),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,41,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 38-40),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,45,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 40-42),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,140,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 42-44),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,77,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 44-46),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,135,High,High,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 46-48),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,26,Medium,Medium,0,no-road-data,0
A6,A6 Ambepussa-Trinco (KM 48-50),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,95,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Coastal Inundation,Oct-Dec,55,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Urban Traffic,Year-round,62,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,68,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,85,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,22,Low,Low,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,31,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,58,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Lagoon Overflow,Oct-Dec,52,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,75,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,65,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Dec,16,Low,Low,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,44,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,115,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unregulated Access,Year-round,82,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,Oct-Dec,48,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 30-32),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,130,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 32-34),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,Oct-Dec,41,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 34-36),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),125,High,High,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 36-38),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,28,Medium,Medium,0,no-road-data,0
A15,A15 Batticaloa-Trinco (KM 38-40),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,92,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Landslide,Slope Failure,May-Jul (Monsoon),18,Medium,Medium,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Sharp Bend,Year-round,65,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Saturated Soil,May-Jul (Monsoon),26,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,48,Medium,Medium,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Rock Fall,Weathered Rock,May-Jul (Monsoon),11,Low,Low,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,82,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,May-Jul (Monsoon),22,Medium,Medium,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,May-Jul (Monsoon),39,Medium,Medium,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,16,Low,Low,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,75,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,May-Jul (Monsoon),44,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,52,Medium,Medium,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,115,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,88,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,140,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 30-32),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),14,Low,Low,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 32-34),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,61,Medium,Medium,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 34-36),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,125,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 36-38),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,72,High,High,0,no-road-data,0
A18,A18 Pelmadulla-Nonagama (KM 38-40),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,May-Jul (Monsoon),28,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 200-202),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,85,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 202-204),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,62,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 204-206),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,78,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 206-208),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,15,Low,Low,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 208-210),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Geometric Flaw,Year-round,92,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 210-212),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,Oct-Dec,41,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 212-214),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,88,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 214-216),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,22,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 216-218),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Cross Traffic,Year-round,75,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 218-220),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,48,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 220-222),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,95,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 222-224),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Dec,12,Low,Low,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 224-226),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,82,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 226-228),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,36,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 228-230),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,77,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 230-232),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,Oct-Dec,26,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 232-234),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,88,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 234-236),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,55,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 236-238),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,91,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 238-240),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,48,High,High,0,no-road-data,0
B-ROAD,B-Road Matale (Rattota-Laggala),No Road Data Available,,Unknown,Unknown,,,Unknown,Landslide,Steep Gradient,May-Jul (Monsoon),36,High,High,0,no-road-data,0
B-ROAD,B-Road Matale (Rattota-Laggala),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Soil Saturation,May-Jul (Monsoon),28,High,High,0,no-road-data,0
B-ROAD,B-Road Matale (Naula-Elahera),No Road Data Available,,Unknown,Unknown,,,Unknown,Rock Fall,Exposed Bedrock,May-Jul (Monsoon),18,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Matale (Naula-Elahera),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Sharp Bend,Year-round,65,High,High,0,no-road-data,0
B-ROAD,B-Road Matale (Ukuwela-Elkaduwa),No Road Data Available,,Unknown,Unknown,,,Unknown,Landslide,Slope Erosion,May-Jul (Monsoon),32,High,High,0,no-road-data,0
B-ROAD,B-Road Matale (Ukuwela-Elkaduwa),No Road Data Available,,Unknown,Unknown,,,Unknown,Heavy Mist,High Altitude,Year-round,88,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Matale (Dambulla-Bakamuna),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,115,High,High,0,no-road-data,0
B-ROAD,B-Road Matale (Dambulla-Bakamuna),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,48,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Matale (Galewela-Palapathwela),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),14,Low,Low,0,no-road-data,0
B-ROAD,B-Road Matale (Galewela-Palapathwela),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Unstable Topsoil,May-Jul (Monsoon),21,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Ampara (Ampara-Siyambalanduwa),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,68,High,High,0,no-road-data,0
B-ROAD,B-Road Ampara (Ampara-Siyambalanduwa),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,75,High,High,0,no-road-data,0
B-ROAD,B-Road Ampara (Akkaraipattu-Sagamam),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,55,High,High,0,no-road-data,0
B-ROAD,B-Road Ampara (Akkaraipattu-Sagamam),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,62,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Ampara (Dehiattakandiya-Maha Oya),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,38,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Ampara (Dehiattakandiya-Maha Oya),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,Oct-Dec,41,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Batticaloa (Valaichchenai-Vakarai),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Coastal Inundation,Oct-Dec,72,High,High,0,no-road-data,0
B-ROAD,B-Road Batticaloa (Valaichchenai-Vakarai),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,85,High,High,0,no-road-data,0
B-ROAD,B-Road Batticaloa (Kalkudah-Pethalai),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Lagoon Overflow,Oct-Dec,34,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Batticaloa (Kalkudah-Pethalai),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,25,Low,Low,0,no-road-data,0
B-ROAD,B-Road Monaragala (Wellawaya-Monaragala),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,145,High,High,0,no-road-data,0
B-ROAD,B-Road Monaragala (Wellawaya-Monaragala),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,82,High,High,0,no-road-data,0
B-ROAD,B-Road Monaragala (Bibile-Medagama),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Dec,18,Low,Low,0,no-road-data,0
B-ROAD,B-Road Monaragala (Bibile-Medagama),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Residual Soil,Oct-Dec,22,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Monaragala (Thanamalwila-Lunugamvehera),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,135,High,High,0,no-road-data,0
